kecamatan,kelurahan,lintang_selatan,bujur_timur,parameter,hasil_analisa
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Kesadahan (CaCO3),51.39
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Krom Heksavalen,
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Krom Heksavalen, * 
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Mangan (Mn),0.08
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Nitrat,
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Nitrit,
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Nitrat,4.05
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Nitrit,0.032
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",pH,8
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Seng (Zn),0.01
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Sulfat,
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Timah Hitam (Pb),
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Sulfat,31.65
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Timah Hitam (Pb), * 
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Deterjen,0.11
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Organik (KMnO4),1.43
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Suhu,
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Total Coliform,
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o10’00,8”","106o52’15,7”",Suhu,24.3
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o11’24,9”","106o52’15,9”",Total Coliform, -   
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o11’24,9”","106o52’15,9”",E.Coli, -   
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o11’24,9”","106o52’15,9”",Indeks Pencemaran,1
Cakung, SMPN 90 Kelurahan Jatinegara ,"06o11’24,9”","106o52’15,9”",Kategori,Tercemar Ringan
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Zat Padat Terlarut,237
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Kekeruhan,0.46
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Air Raksa, <0.0003 
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Zat Padat Terlarut,
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Kekeruhan,
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Air Raksa,
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Besi (Fe), <0.08 
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Fluorida,0.26
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Cadmium,
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Cadmium, * 
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Kesadahan (CaCO3),21.69
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Krom Heksavalen,
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Krom Heksavalen, * 
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Mangan (Mn), <0.05 
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Nitrat,
Cakung, Penggilingan ,"06o11’24,9”","106o52’15,9”",Nitrit,
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Nitrat,0.2
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Nitrit,0.003
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",pH,8.1
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Seng (Zn),0.01
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Sulfat,
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Timah Hitam (Pb),
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Sulfat,5.3
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Timah Hitam (Pb), * 
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Deterjen,0.15
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Organik (KMnO4),4.56
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Suhu,
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Total Coliform,
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Suhu,25
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Total Coliform,50
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",E.Coli, -   
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Indeks Pencemaran,2
Cakung, Penggilingan ,"06o08’57,2” ","  106o43’19,1”",Kategori,Tercemar Ringan
Cakung, Pulogebang ,"06o08’57,2” ","  106o43’19,1”",Zat Padat Terlarut,145
Cakung, Pulogebang ,"06o08’57,2” ","  106o43’19,1”",Kekeruhan,0.28
Cakung, Pulogebang ,"06o08’57,2” ","  106o43’19,1”",Air Raksa, <0.0003 
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Zat Padat Terlarut,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Kekeruhan,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Air Raksa,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Besi (Fe), <0.08 
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Fluorida,0.1
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Cadmium,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Cadmium, * 
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Kesadahan (CaCO3),68.66
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Krom Heksavalen,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Krom Heksavalen, * 
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Mangan (Mn), <0.05 
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Nitrat,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Nitrit,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Nitrat,2.89
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Nitrit,0.005
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",pH,6.6
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Seng (Zn),0.01
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Sulfat,
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Timah Hitam (Pb),
Cakung, Pulogebang ,"06o08’42,4” ","  106o44’04,6”",Sulfat,4.64
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Timah Hitam (Pb), * 
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Deterjen,0.11
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Organik (KMnO4),2.51
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Suhu,
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Total Coliform,
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Suhu,24
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Total Coliform,200
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",E.Coli, -   
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Indeks Pencemaran,2
Cakung, Pulogebang ,"06o10’11,6” ","  106o43’23,0”",Kategori,Tercemar Ringan
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Zat Padat Terlarut,297
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Kekeruhan,11.58
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Air Raksa, <0.0003 
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Zat Padat Terlarut,
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Kekeruhan,
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Air Raksa,
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Besi (Fe),1.17
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Fluorida,0.12
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Cadmium,
Cakung, Ujung Menteng ,"06o10’11,6” ","  106o43’23,0”",Cadmium, * 
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Kesadahan (CaCO3),87.3
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Krom Heksavalen,
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Krom Heksavalen, * 
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Mangan (Mn),0.77
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Nitrat,
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Nitrit,
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Nitrat,0.22
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Nitrit,0.006
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",pH,7.8
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Seng (Zn), <0.01 
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Sulfat,
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Timah Hitam (Pb),
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Sulfat,15.94
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Timah Hitam (Pb), * 
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Deterjen,0.17
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Organik (KMnO4),2.08
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Suhu,
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Total Coliform,
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Suhu,24.3
Cakung, Ujung Menteng ,"06o53’09,2” ","  106o36’54,4”",Total Coliform, -   
Cakung, Ujung Menteng ,"06o09’13,8” ","  106o45’43,3”",E.Coli, -   
Cakung, Ujung Menteng ,"06o09’13,8” ","  106o45’43,3”",Indeks Pencemaran,2
Cakung, Ujung Menteng ,"06o09’13,8” ","  106o45’43,3”",Kategori,Tercemar Ringan
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Zat Padat Terlarut,465
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Kekeruhan,2.75
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Air Raksa, <0.0003 
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Zat Padat Terlarut,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Kekeruhan,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Air Raksa,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Besi (Fe), <0.08 
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Fluorida,0
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Cadmium,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Cadmium, * 
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Kesadahan (CaCO3),100
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Krom Heksavalen,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Krom Heksavalen, * 
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Mangan (Mn), <0.05 
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Nitrat,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Nitrit,
Cempaka Putih, Cempa Putih Barat  ,"06o09’13,8” ","  106o45’43,3”",Nitrat,0.33
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Nitrit,0.004
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",pH,7
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Seng (Zn), <0.01 
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Sulfat,
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Timah Hitam (Pb),
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Sulfat,45.08
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Timah Hitam (Pb), * 
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Deterjen,0
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Organik (KMnO4),2
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Suhu,
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Total Coliform,
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Suhu,25
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Total Coliform, -   
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",E.Coli, -   
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Indeks Pencemaran,1
Cempaka Putih, Cempa Putih Barat  ,"06o10’14,3” ","  106o44’05,6”",Kategori,Tercemar Ringan
Cempaka Putih, Cempaka Putih Timur ,"06o10’14,3” ","  106o44’05,6”",Zat Padat Terlarut,431
Cempaka Putih, Cempaka Putih Timur ,"06o10’14,3” ","  106o44’05,6”",Kekeruhan,0.69
Cempaka Putih, Cempaka Putih Timur ,"06o10’14,3” ","  106o44’05,6”",Air Raksa, <0.0003 
Cempaka Putih, Cempaka Putih Timur ,"06o10’14,3” ","  106o44’05,6”",Zat Padat Terlarut,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Kekeruhan,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Air Raksa,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Besi (Fe), <0.08 
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Fluorida,0
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Cadmium,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Cadmium, * 
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Kesadahan (CaCO3),184
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Krom Heksavalen,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Krom Heksavalen, * 
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Mangan (Mn),0
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Nitrat,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Nitrit,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Nitrat,2.34
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Nitrit,0.023
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",pH,6
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Seng (Zn), <0.01 
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Sulfat,
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Timah Hitam (Pb),
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Sulfat,26.92
Cempaka Putih, Cempaka Putih Timur ,"06o16’59,9” ","  106o47’31,0”",Timah Hitam (Pb), * 
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Deterjen,0
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Organik (KMnO4),2
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Suhu,
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Total Coliform,
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Suhu,25
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Total Coliform, -   
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",E.Coli, -   
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Indeks Pencemaran,0
Cempaka Putih, Cempaka Putih Timur ,"06o16’26,8” ","  106o47’55,1”",Kategori,Baik
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Zat Padat Terlarut,421
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Kekeruhan,1.81
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Air Raksa, <0.0003 
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Zat Padat Terlarut,
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Kekeruhan,
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Air Raksa,
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Besi (Fe), <0.08 
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Fluorida,0
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Cadmium,
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Cadmium, * 
Cempaka Putih, Rawasari ,"06o16’26,8” ","  106o47’55,1”",Kesadahan (CaCO3),104
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Krom Heksavalen,
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Krom Heksavalen, * 
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Mangan (Mn),0
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Nitrat,
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Nitrit,
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Nitrat,0.02
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Nitrit, <0.0003 
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",pH,7
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Seng (Zn), <0.01 
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Sulfat,
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Timah Hitam (Pb),
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Sulfat,23.68
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Timah Hitam (Pb), * 
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Deterjen, <0.03 
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Organik (KMnO4),1
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Suhu,
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Total Coliform,
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Suhu,25
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",Total Coliform, -   
Cempaka Putih, Rawasari ,"06o16’13,7” ","  106o47’38,1”",E.Coli, -   
Cempaka Putih, Rawasari ,"06o18’16,4” ","  106o47’03,7”",Indeks Pencemaran,0
Cempaka Putih, Rawasari ,"06o18’16,4” ","  106o47’03,7”",Kategori,Baik
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Zat Padat Terlarut,441
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Kekeruhan,1.02
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Air Raksa, <0.0003 
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Zat Padat Terlarut,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Kekeruhan,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Air Raksa,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Besi (Fe), <0.08 
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Fluorida,0
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Cadmium,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Cadmium, * 
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Kesadahan (CaCO3),54
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Krom Heksavalen,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Krom Heksavalen, * 
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Mangan (Mn), <0.05 
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Nitrat,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Nitrit,
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Nitrat,3.74
Cengkareng, Cengkareng Barat ,"06o18’16,4” ","  106o47’03,7”",Nitrit,0.007
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",pH,6
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Seng (Zn),0
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Sulfat,
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Timah Hitam (Pb),
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Sulfat,53.59
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Timah Hitam (Pb), * 
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Deterjen,0
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Organik (KMnO4),3
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Suhu,
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Total Coliform,
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Suhu,24.1
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Total Coliform, -   
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",E.Coli, -   
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Indeks Pencemaran,1
Cengkareng, Cengkareng Barat ,"06o18’23,5” ","  106o47’54,3”",Kategori,Tercemar Ringan
Cengkareng, cengkareng timur ,"06o18’23,5” ","  106o47’54,3”",Zat Padat Terlarut, 1.380.0 
Cengkareng, cengkareng timur ,"06o18’23,5” ","  106o47’54,3”",Kekeruhan,0.84
Cengkareng, cengkareng timur ,"06o18’23,5” ","  106o47’54,3”",Air Raksa, <0.0003 
Cengkareng, cengkareng timur ,"06o18’23,5” ","  106o47’54,3”",Zat Padat Terlarut,
Cengkareng, cengkareng timur ,"06o18’23,5” ","  106o47’54,3”",Kekeruhan,
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Air Raksa,
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Besi (Fe), <0.08 
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Fluorida,0
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Cadmium,
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Cadmium, * 
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Kesadahan (CaCO3),145
Cengkareng, cengkareng timur ,"06o06’34,0”"," 106o56’18,8”",Krom Heksavalen,
